Total duration: 53.5767s
File: /opt/conda/lib/python3.8/site-packages/torch/autograd/__init__.py
File duration: 31.3149s (58.45%)
Line #|      Hits|         Time| Time per hit|      %|Source code
    93|         0|            0|            0|  0.00%|            self.__class__.step = profile_hook_step(self.__class__.step)
    94|         0|            0|            0|  0.00%|            self.__class__.step.hooked = True
    95|         0|            0|            0|  0.00%|
    96|         0|            0|            0|  0.00%|    def state_dict(self):
    97|         0|            0|            0|  0.00%|        r"""Returns the state of the optimizer as a :class:`dict`.
    98|         0|            0|            0|  0.00%|
    99|         0|            0|            0|  0.00%|        It contains two entries:
   100|         0|            0|            0|  0.00%|
   101|         0|            0|            0|  0.00%|        * state - a dict holding current optimization state. Its content
   102|         0|            0|            0|  0.00%|            differs between optimizer classes.
   103|         0|            0|            0|  0.00%|        * param_groups - a dict containing all parameter groups
   104|         0|            0|            0|  0.00%|        """
   105|         0|            0|            0|  0.00%|        # Save order indices instead of Tensors
   106|         0|            0|            0|  0.00%|        param_mappings = {}
   107|         0|            0|            0|  0.00%|        start_index = 0
   108|         0|            0|            0|  0.00%|
   109|         0|            0|            0|  0.00%|        def pack_group(group):
   110|         0|            0|            0|  0.00%|            nonlocal start_index
   111|         0|            0|            0|  0.00%|            packed = {k: v for k, v in group.items() if k != 'params'}
   112|         0|            0|            0|  0.00%|            param_mappings.update({id(p): i for i, p in enumerate(group['params'], start_index)
   113|         0|            0|            0|  0.00%|                                   if id(p) not in param_mappings})
   114|         0|            0|            0|  0.00%|            packed['params'] = [param_mappings[id(p)] for p in group['params']]
   115|         0|            0|            0|  0.00%|            start_index += len(packed['params'])
   116|         0|            0|            0|  0.00%|            return packed
   117|         0|            0|            0|  0.00%|        param_groups = [pack_group(g) for g in self.param_groups]
   118|         0|            0|            0|  0.00%|        # Remap state to use order indices as keys
   119|         0|            0|            0|  0.00%|        packed_state = {(param_mappings[id(k)] if isinstance(k, torch.Tensor) else k): v
   120|         0|            0|            0|  0.00%|                        for k, v in self.state.items()}
   121|         0|            0|            0|  0.00%|        return {
   122|         0|            0|            0|  0.00%|            'state': packed_state,
   123|         0|            0|            0|  0.00%|            'param_groups': param_groups,
   124|         0|            0|            0|  0.00%|        }
   125|         0|            0|            0|  0.00%|
   126|         0|            0|            0|  0.00%|    def load_state_dict(self, state_dict):
   127|         0|            0|            0|  0.00%|        r"""Loads the optimizer state.
   128|         0|            0|            0|  0.00%|
   129|         0|            0|            0|  0.00%|        Args:
   130|         0|            0|            0|  0.00%|            state_dict (dict): optimizer state. Should be an object returned
   131|         0|            0|            0|  0.00%|                from a call to :meth:`state_dict`.
   132|         0|            0|            0|  0.00%|        """
   133|         0|            0|            0|  0.00%|        # deepcopy, to be consistent with module API
   134|         0|            0|            0|  0.00%|        state_dict = deepcopy(state_dict)
   135|         0|            0|            0|  0.00%|        # Validate the state_dict
   136|         0|            0|            0|  0.00%|        groups = self.param_groups
   137|         0|            0|            0|  0.00%|        saved_groups = state_dict['param_groups']
   138|         0|            0|            0|  0.00%|
   139|         0|            0|            0|  0.00%|        if len(groups) != len(saved_groups):
   140|         0|            0|            0|  0.00%|            raise ValueError("loaded state dict has a different number of "
   141|         0|            0|            0|  0.00%|                             "parameter groups")
   142|         0|            0|            0|  0.00%|        param_lens = (len(g['params']) for g in groups)
   143|         0|            0|            0|  0.00%|        saved_lens = (len(g['params']) for g in saved_groups)
   144|         0|            0|            0|  0.00%|        if any(p_len != s_len for p_len, s_len in zip(param_lens, saved_lens)):
   145|         0|            0|            0|  0.00%|            raise ValueError("loaded state dict contains a parameter group "
   146|         0|            0|            0|  0.00%|                             "that doesn't match the size of optimizer's group")
   147|         0|            0|            0|  0.00%|
   148|         0|            0|            0|  0.00%|        # Update the state
   149|         0|            0|            0|  0.00%|        id_map = {old_id: p for old_id, p in
   150|         0|            0|            0|  0.00%|                  zip(chain.from_iterable((g['params'] for g in saved_groups)),
   151|         0|            0|            0|  0.00%|                      chain.from_iterable((g['params'] for g in groups)))}
   152|         0|            0|            0|  0.00%|
   153|         0|            0|            0|  0.00%|        def cast(param, value):
   154|         0|            0|            0|  0.00%|            r"""Make a deep copy of value, casting all tensors to device of param."""
   155|         0|            0|            0|  0.00%|            if isinstance(value, torch.Tensor):
   156|         0|            0|            0|  0.00%|                # Floating-point types are a bit special here. They are the only ones
   157|         0|            0|            0|  0.00%|                # that are assumed to always match the type of params.
   158|         0|            0|            0|  0.00%|                if param.is_floating_point():
   159|         0|            0|            0|  0.00%|                    value = value.to(param.dtype)
   160|         0|            0|            0|  0.00%|                value = value.to(param.device)
   161|         0|            0|            0|  0.00%|                return value
   162|         0|            0|            0|  0.00%|            elif isinstance(value, dict):
   163|         0|            0|            0|  0.00%|                return {k: cast(param, v) for k, v in value.items()}
   164|         0|            0|            0|  0.00%|            elif isinstance(value, container_abcs.Iterable):
   165|         0|            0|            0|  0.00%|                return type(value)(cast(param, v) for v in value)
   166|         0|            0|            0|  0.00%|            else:
   167|         0|            0|            0|  0.00%|                return value
   168|         0|            0|            0|  0.00%|
   169|         0|            0|            0|  0.00%|        # Copy state assigned to params (and cast tensors to appropriate types).
   170|         0|            0|            0|  0.00%|        # State that is not assigned to params is copied as is (needed for
   171|         0|            0|            0|  0.00%|        # backward compatibility).
   172|         0|            0|            0|  0.00%|        state = defaultdict(dict)
   173|         0|            0|            0|  0.00%|        for k, v in state_dict['state'].items():
   174|         0|            0|            0|  0.00%|            if k in id_map:
   175|         0|            0|            0|  0.00%|                param = id_map[k]
   176|         0|            0|            0|  0.00%|                state[param] = cast(param, v)
   177|         0|            0|            0|  0.00%|            else:
   178|         0|            0|            0|  0.00%|                state[k] = v
   179|         0|            0|            0|  0.00%|
   180|         0|            0|            0|  0.00%|        # Update parameter groups, setting their 'params' value
   181|         0|            0|            0|  0.00%|        def update_group(group, new_group):
   182|         0|            0|            0|  0.00%|            new_group['params'] = group['params']
   183|         0|            0|            0|  0.00%|            return new_group
   184|         0|            0|            0|  0.00%|        param_groups = [
   185|         0|            0|            0|  0.00%|            update_group(g, ng) for g, ng in zip(groups, saved_groups)]
   186|         0|            0|            0|  0.00%|        self.__setstate__({'state': state, 'param_groups': param_groups})
   187|         0|            0|            0|  0.00%|
   188|       100|  0.000827789|  8.27789e-06|  0.00%|    def zero_grad(self, set_to_none: bool = False):
   189|         0|            0|            0|  0.00%|        r"""Sets the gradients of all optimized :class:`torch.Tensor` s to zero.
   190|         0|            0|            0|  0.00%|
   191|         0|            0|            0|  0.00%|        Args:
   192|         0|            0|            0|  0.00%|            set_to_none (bool): instead of setting to zero, set the grads to None.
   193|         0|            0|            0|  0.00%|                This will in general have lower memory footprint, and can modestly improve performance.
   194|         0|            0|            0|  0.00%|                However, it changes certain behaviors. For example:
   195|         0|            0|            0|  0.00%|                1. When the user tries to access a gradient and perform manual ops on it,
   196|         0|            0|            0|  0.00%|                a None attribute or a Tensor full of 0s will behave differently.
   197|         0|            0|            0|  0.00%|                2. If the user requests ``zero_grad(set_to_none=True)`` followed by a backward pass, ``.grad``\ s
   198|         0|            0|            0|  0.00%|                are guaranteed to be None for params that did not receive a gradient.
   199|         0|            0|            0|  0.00%|                3. ``torch.optim`` optimizers have a different behavior if the gradient is 0 or None
   200|         0|            0|            0|  0.00%|                (in one case it does the step with a gradient of 0 and in the other it skips
   201|         0|            0|            0|  0.00%|                the step altogether).
   202|         0|            0|            0|  0.00%|        """
   203|       100|   0.00086832|   8.6832e-06|  0.00%|        if not hasattr(self, "_zero_grad_profile_name"):
   204|         0|            0|            0|  0.00%|            self._hook_for_profile()
   205|       100|   0.00328708|  3.28708e-05|  0.01%|        with torch.autograd.profiler.record_function(self._zero_grad_profile_name):
(call)|       100|   0.00940967|  9.40967e-05|  0.02%|# /opt/conda/lib/python3.8/site-packages/torch/autograd/profiler.py:605 __init__
(call)|       100|   0.00567389|  5.67389e-05|  0.01%|# /opt/conda/lib/python3.8/site-packages/torch/autograd/profiler.py:613 __enter__
   206|       200|   0.00295639|   1.4782e-05|  0.01%|            for group in self.param_groups:
(call)|       100|   0.00512218|  5.12218e-05|  0.01%|# /opt/conda/lib/python3.8/site-packages/torch/autograd/profiler.py:617 __exit__
   207|      6300|    0.0348842|  5.53718e-06|  0.07%|                for p in group['params']:
   208|      6200|    0.0840509|  1.35566e-05|  0.16%|                    if p.grad is not None:
(call)|      6200|     0.142952|  2.30568e-05|  0.27%|# /opt/conda/lib/python3.8/site-packages/torch/_tensor.py:967 grad
   209|      6138|    0.0247366|  4.03008e-06|  0.05%|                        if set_to_none:
   210|         0|            0|            0|  0.00%|                            p.grad = None
   211|         0|            0|            0|  0.00%|                        else:
   212|      6138|    0.0823357|  1.34141e-05|  0.15%|                            if p.grad.grad_fn is not None:
(call)|      6138|     0.129938|  2.11695e-05|  0.24%|# /opt/conda/lib/python3.8/site-packages/torch/_tensor.py:967 grad
   213|         0|            0|            0|  0.00%|                                p.grad.detach_()
   214|         0|            0|            0|  0.00%|                            else:
   215|      6138|    0.0998244|  1.62633e-05|  0.19%|                                p.grad.requires_grad_(False)
(call)|      6138|     0.129516|  2.11007e-05|  0.24%|# /opt/conda/lib/python3.8/site-packages/torch/_tensor.py:967 grad
   216|      6138|     0.369308|  6.01675e-05|  0.69%|                            p.grad.zero_()
(call)|      6138|     0.130461|  2.12547e-05|  0.24%|# /opt/conda/lib/python3.8/site-packages/torch/_tensor.py:967 grad
   217|         0|            0|            0|  0.00%|
   218|         0|            0|            0|  0.00%|    def step(self, closure):
   219|         0|            0|            0|  0.00%|        r"""Performs a single optimization step (parameter update).
   220|         0|            0|            0|  0.00%|
   221|         0|            0|            0|  0.00%|        Args:
   222|         0|            0|            0|  0.00%|            closure (callable): A closure that reevaluates the model and
   223|         0|            0|            0|  0.00%|                returns the loss. Optional for most optimizers.
   224|         0|            0|            0|  0.00%|
   225|         0|            0|            0|  0.00%|        .. note::
   226|         0|            0|            0|  0.00%|            Unless otherwise specified, this function should not modify the
   227|         0|            0|            0|  0.00%|            ``.grad`` field of the parameters.
   228|         0|            0|            0|  0.00%|        """
   229|         0|            0|            0|  0.00%|        raise NotImplementedError
   230|         0|            0|            0|  0.00%|
   231|         0|            0|            0|  0.00%|    def add_param_group(self, param_group):
   232|         0|            0|            0|  0.00%|        r"""Add a param group to the :class:`Optimizer` s `param_groups`.
   233|         0|            0|            0|  0.00%|
   234|         0|            0|            0|  0.00%|        This can be useful when fine tuning a pre-trained network as frozen layers can be made
   235|         0|            0|            0|  0.00%|        trainable and added to the :class:`Optimizer` as training progresses.
   236|         0|            0|            0|  0.00%|
   237|         0|            0|            0|  0.00%|        Args:
   238|         0|            0|            0|  0.00%|            param_group (dict): Specifies what Tensors should be optimized along with group
   239|         0|            0|            0|  0.00%|            specific optimization options.
   240|         0|            0|            0|  0.00%|        """
   241|         0|            0|            0|  0.00%|        assert isinstance(param_group, dict), "param group must be a dict"
   242|         0|            0|            0|  0.00%|
   243|         0|            0|            0|  0.00%|        params = param_group['params']
   244|         0|            0|            0|  0.00%|        if isinstance(params, torch.Tensor):
   245|         0|            0|            0|  0.00%|            param_group['params'] = [params]
   246|         0|            0|            0|  0.00%|        elif isinstance(params, set):
   247|         0|            0|            0|  0.00%|            raise TypeError('optimizer parameters need to be organized in ordered collections, but '
   248|         0|            0|            0|  0.00%|                            'the ordering of tensors in sets will change between runs. Please use a list instead.')
   249|         0|            0|            0|  0.00%|        else:
   250|         0|            0|            0|  0.00%|            param_group['params'] = list(params)
   251|         0|            0|            0|  0.00%|
   252|         0|            0|            0|  0.00%|        for param in param_group['params']:
   253|         0|            0|            0|  0.00%|            if not isinstance(param, torch.Tensor):
   254|         0|            0|            0|  0.00%|                raise TypeError("optimizer can only optimize Tensors, "
   255|         0|            0|            0|  0.00%|                                "but one of the params is " + torch.typename(param))
   256|         0|            0|            0|  0.00%|            if not param.is_leaf:
   257|         0|            0|            0|  0.00%|                raise ValueError("can't optimize a non-leaf Tensor")
   258|         0|            0|            0|  0.00%|
   259|         0|            0|            0|  0.00%|        for name, default in self.defaults.items():
   260|         0|            0|            0|  0.00%|            if default is required and name not in param_group:
   261|         0|            0|            0|  0.00%|                raise ValueError("parameter group didn't specify a value of required optimization parameter " +
   262|         0|            0|            0|  0.00%|                                 name)
   263|         0|            0|            0|  0.00%|            else:
   264|         0|            0|            0|  0.00%|                param_group.setdefault(name, default)
   265|         0|            0|            0|  0.00%|
   266|         0|            0|            0|  0.00%|        params = param_group['params']
   267|         0|            0|            0|  0.00%|        if len(params) != len(set(params)):
   268|         0|            0|            0|  0.00%|            warnings.warn("optimizer contains a parameter group with duplicate parameters; "
   269|         0|            0|            0|  0.00%|                          "in future, this will cause an error; "
   270|         0|            0|            0|  0.00%|                          "see github.com/pytorch/pytorch/issues/40967 for more information", stacklevel=3)
   271|         0|            0|            0|  0.00%|
   272|         0|            0|            0|  0.00%|        param_set = set()
   273|         0|            0|            0|  0.00%|        for group in self.param_groups:
   274|         0|            0|            0|  0.00%|            param_set.update(set(group['params']))
   275|         0|            0|            0|  0.00%|
   276|         0|            0|            0|  0.00%|        if not param_set.isdisjoint(set(param_group['params'])):
   277|         0|            0|            0|  0.00%|            raise ValueError("some parameters appear in more than one parameter group")
   278|         0|            0|            0|  0.00%|
   279|         0|            0|            0|  0.00%|        self.param_groups.append(param_group)
File: /opt/conda/lib/python3.8/multiprocessing/connection.py
File duration: 0.495972s (0.93%)
Line #|      Hits|         Time| Time per hit|      %|Source code
------+----------+-------------+-------------+-------+-----------
     1|         0|            0|            0|  0.00%|#
     2|         0|            0|            0|  0.00%|# A higher level module for using sockets (or Windows named pipes)
     3|         0|            0|            0|  0.00%|#
     4|         0|            0|            0|  0.00%|# multiprocessing/connection.py
     5|         0|            0|            0|  0.00%|#
     6|         0|            0|            0|  0.00%|# Copyright (c) 2006-2008, R Oudkerk
     7|         0|            0|            0|  0.00%|# Licensed to PSF under a Contributor Agreement.
     8|         0|            0|            0|  0.00%|#
     9|         0|            0|            0|  0.00%|
    10|         0|            0|            0|  0.00%|__all__ = [ 'Client', 'Listener', 'Pipe', 'wait' ]
    11|         0|            0|            0|  0.00%|
    12|         0|            0|            0|  0.00%|import io
    13|         0|            0|            0|  0.00%|import os
    14|         0|            0|            0|  0.00%|import sys
    15|         0|            0|            0|  0.00%|import socket
    16|         0|            0|            0|  0.00%|import struct
    17|         0|            0|            0|  0.00%|import time
    18|         0|            0|            0|  0.00%|import tempfile
    19|         0|            0|            0|  0.00%|import itertools
    20|         0|            0|            0|  0.00%|
    21|         0|            0|            0|  0.00%|import _multiprocessing
    22|         0|            0|            0|  0.00%|
    23|         0|            0|            0|  0.00%|from . import util
    24|         0|            0|            0|  0.00%|
    25|         0|            0|            0|  0.00%|from . import AuthenticationError, BufferTooShort
    26|         0|            0|            0|  0.00%|from .context import reduction
    27|         0|            0|            0|  0.00%|_ForkingPickler = reduction.ForkingPickler
    28|         0|            0|            0|  0.00%|
    29|         0|            0|            0|  0.00%|try:
    30|         0|            0|            0|  0.00%|    import _winapi
    31|         0|            0|            0|  0.00%|    from _winapi import WAIT_OBJECT_0, WAIT_ABANDONED_0, WAIT_TIMEOUT, INFINITE
    32|         0|            0|            0|  0.00%|except ImportError:
    33|         0|            0|            0|  0.00%|    if sys.platform == 'win32':
    34|         0|            0|            0|  0.00%|        raise
    35|         0|            0|            0|  0.00%|    _winapi = None
    36|         0|            0|            0|  0.00%|
    37|         0|            0|            0|  0.00%|#
    38|         0|            0|            0|  0.00%|#
    39|         0|            0|            0|  0.00%|#
    40|         0|            0|            0|  0.00%|
    41|         0|            0|            0|  0.00%|BUFSIZE = 8192
    42|         0|            0|            0|  0.00%|# A very generous timeout when it comes to local connections...
    43|         0|            0|            0|  0.00%|CONNECTION_TIMEOUT = 20.
    44|         0|            0|            0|  0.00%|
    45|         0|            0|            0|  0.00%|_mmap_counter = itertools.count()
    46|         0|            0|            0|  0.00%|
    47|         0|            0|            0|  0.00%|default_family = 'AF_INET'
    48|         0|            0|            0|  0.00%|families = ['AF_INET']
    49|         0|            0|            0|  0.00%|
    50|         0|            0|            0|  0.00%|if hasattr(socket, 'AF_UNIX'):
    51|         0|            0|            0|  0.00%|    default_family = 'AF_UNIX'
    52|         0|            0|            0|  0.00%|    families += ['AF_UNIX']
    53|         0|            0|            0|  0.00%|
    54|         0|            0|            0|  0.00%|if sys.platform == 'win32':
    55|         0|            0|            0|  0.00%|    default_family = 'AF_PIPE'
    56|         0|            0|            0|  0.00%|    families += ['AF_PIPE']
    57|         0|            0|            0|  0.00%|
    58|         0|            0|            0|  0.00%|
    59|         0|            0|            0|  0.00%|def _init_timeout(timeout=CONNECTION_TIMEOUT):
    60|         0|            0|            0|  0.00%|    return time.monotonic() + timeout
    61|         0|            0|            0|  0.00%|
    62|         0|            0|            0|  0.00%|def _check_timeout(t):
    63|         0|            0|            0|  0.00%|    return time.monotonic() > t
    64|         0|            0|            0|  0.00%|
    65|         0|            0|            0|  0.00%|#
    66|         0|            0|            0|  0.00%|#
    67|         0|            0|            0|  0.00%|#
    68|         0|            0|            0|  0.00%|
    69|         0|            0|            0|  0.00%|def arbitrary_address(family):
    70|         0|            0|            0|  0.00%|    '''
    71|         0|            0|            0|  0.00%|    Return an arbitrary free address for the given family
    72|         0|            0|            0|  0.00%|    '''
    73|         0|            0|            0|  0.00%|    if family == 'AF_INET':
    74|         0|            0|            0|  0.00%|        return ('localhost', 0)
    75|         0|            0|            0|  0.00%|    elif family == 'AF_UNIX':
    76|         0|            0|            0|  0.00%|        return tempfile.mktemp(prefix='listener-', dir=util.get_temp_dir())
    77|         0|            0|            0|  0.00%|    elif family == 'AF_PIPE':
    78|         0|            0|            0|  0.00%|        return tempfile.mktemp(prefix=r'\\.\pipe\pyc-%d-%d-' %
    79|         0|            0|            0|  0.00%|                               (os.getpid(), next(_mmap_counter)), dir="")
    80|         0|            0|            0|  0.00%|    else:
    81|         0|            0|            0|  0.00%|        raise ValueError('unrecognized family')
    82|         0|            0|            0|  0.00%|
    83|       200|  0.000937223|  4.68612e-06|  0.00%|def _validate_family(family):
    84|         0|            0|            0|  0.00%|    '''
    85|         0|            0|            0|  0.00%|    Checks if the family is valid for the current environment.
    86|         0|            0|            0|  0.00%|    '''
    87|       200|  0.000988483|  4.94242e-06|  0.00%|    if sys.platform != 'win32' and family == 'AF_PIPE':
    88|         0|            0|            0|  0.00%|        raise ValueError('Family %s is not recognized.' % family)
    89|         0|            0|            0|  0.00%|
    90|       200|   0.00085187|  4.25935e-06|  0.00%|    if sys.platform == 'win32' and family == 'AF_UNIX':
    91|         0|            0|            0|  0.00%|        # double check
    92|         0|            0|            0|  0.00%|        if not hasattr(socket, family):
    93|         0|            0|            0|  0.00%|            raise ValueError('Family %s is not recognized.' % family)
    94|         0|            0|            0|  0.00%|
    95|       400|   0.00185847|  4.64618e-06|  0.00%|def address_type(address):
    96|         0|            0|            0|  0.00%|    '''
    97|         0|            0|            0|  0.00%|    Return the types of the address
    98|         0|            0|            0|  0.00%|
    99|         0|            0|            0|  0.00%|    This can be 'AF_INET', 'AF_UNIX', or 'AF_PIPE'
   100|         0|            0|            0|  0.00%|    '''
   101|       400|   0.00187159|  4.67896e-06|  0.00%|    if type(address) == tuple:
   102|         0|            0|            0|  0.00%|        return 'AF_INET'
   103|       400|   0.00289774|  7.24435e-06|  0.01%|    elif type(address) is str and address.startswith('\\\\'):
   104|         0|            0|            0|  0.00%|        return 'AF_PIPE'
   105|       400|   0.00169253|  4.23133e-06|  0.00%|    elif type(address) is str or util.is_abstract_socket_namespace(address):
   106|       400|   0.00153661|  3.84152e-06|  0.00%|        return 'AF_UNIX'
   107|         0|            0|            0|  0.00%|    else:
   108|         0|            0|            0|  0.00%|        raise ValueError('address type of %r unrecognized' % address)
   109|         0|            0|            0|  0.00%|
   110|         0|            0|            0|  0.00%|#
   111|         0|            0|            0|  0.00%|# Connection classes
   112|         0|            0|            0|  0.00%|#
   113|         0|            0|            0|  0.00%|
   114|         0|            0|            0|  0.00%|class _ConnectionBase:
   115|         0|            0|            0|  0.00%|    _handle = None
   116|         0|            0|            0|  0.00%|
   117|       220|   0.00115347|  5.24304e-06|  0.00%|    def __init__(self, handle, readable=True, writable=True):
   118|       220|   0.00132656|  6.02982e-06|  0.00%|        handle = handle.__index__()
   119|       220|  0.000923634|  4.19833e-06|  0.00%|        if handle < 0:
   120|         0|            0|            0|  0.00%|            raise ValueError("invalid handle")
   121|       220|  0.000867844|  3.94474e-06|  0.00%|        if not readable and not writable:
   122|         0|            0|            0|  0.00%|            raise ValueError(
   123|         0|            0|            0|  0.00%|                "at least one of `readable` and `writable` must be True")
   124|       220|   0.00111175|  5.05339e-06|  0.00%|        self._handle = handle
   125|       220|  0.000952721|  4.33055e-06|  0.00%|        self._readable = readable
   126|       220|   0.00088954|  4.04336e-06|  0.00%|        self._writable = writable
   127|         0|            0|            0|  0.00%|
   128|         0|            0|            0|  0.00%|    # XXX should we use util.Finalize instead of a __del__?
   129|         0|            0|            0|  0.00%|
   130|       215|   0.00103021|  4.79166e-06|  0.00%|    def __del__(self):
   131|       215|  0.000994444|  4.62532e-06|  0.00%|        if self._handle is not None:
   132|         4|   5.8651e-05|  1.46627e-05|  0.00%|            self._close()
(call)|         4|  0.000101566|  2.53916e-05|  0.00%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:360 _close
   133|         0|            0|            0|  0.00%|
   134|      1900|   0.00792885|  4.17308e-06|  0.01%|    def _check_closed(self):
   135|      1900|   0.00772905|  4.06792e-06|  0.01%|        if self._handle is None:
   136|         0|            0|            0|  0.00%|            raise OSError("handle is closed")
   137|         0|            0|            0|  0.00%|
   138|       800|   0.00328779|  4.10974e-06|  0.01%|    def _check_readable(self):
   139|       800|   0.00328445|  4.10557e-06|  0.01%|        if not self._readable:
   140|         0|            0|            0|  0.00%|            raise OSError("connection is write-only")
   141|         0|            0|            0|  0.00%|
   142|       800|    0.0033896|    4.237e-06|  0.01%|    def _check_writable(self):
   143|       800|    0.0031929|  3.99113e-06|  0.01%|        if not self._writable:
   144|         0|            0|            0|  0.00%|            raise OSError("connection is read-only")
   145|         0|            0|            0|  0.00%|
   146|         0|            0|            0|  0.00%|    def _bad_message_length(self):
   147|         0|            0|            0|  0.00%|        if self._writable:
   148|         0|            0|            0|  0.00%|            self._readable = False
   149|         0|            0|            0|  0.00%|        else:
   150|         0|            0|            0|  0.00%|            self.close()
   151|         0|            0|            0|  0.00%|        raise OSError("bad message length")
   152|         0|            0|            0|  0.00%|
   153|         0|            0|            0|  0.00%|    @property
   154|         0|            0|            0|  0.00%|    def closed(self):
   155|         0|            0|            0|  0.00%|        """True if the connection is closed"""
   156|         0|            0|            0|  0.00%|        return self._handle is None
   157|         0|            0|            0|  0.00%|
   158|         0|            0|            0|  0.00%|    @property
   159|         0|            0|            0|  0.00%|    def readable(self):
   160|         0|            0|            0|  0.00%|        """True if the connection is readable"""
   161|         0|            0|            0|  0.00%|        return self._readable
   162|         0|            0|            0|  0.00%|
   163|         0|            0|            0|  0.00%|    @property
   164|         0|            0|            0|  0.00%|    def writable(self):
   165|         0|            0|            0|  0.00%|        """True if the connection is writable"""
   166|         0|            0|            0|  0.00%|        return self._writable
   167|         0|            0|            0|  0.00%|
   168|       300|   0.00138879|  4.62929e-06|  0.00%|    def fileno(self):
   169|         0|            0|            0|  0.00%|        """File descriptor or handle of the connection"""
   170|       300|   0.00359297|  1.19766e-05|  0.01%|        self._check_closed()
(call)|       300|   0.00241923|  8.06411e-06|  0.00%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:134 _check_closed
   171|       300|   0.00120902|  4.03007e-06|  0.00%|        return self._handle
   172|         0|            0|            0|  0.00%|
   173|       208|  0.000929117|  4.46691e-06|  0.00%|    def close(self):
   174|         0|            0|            0|  0.00%|        """Close the connection"""
   175|       208|  0.000847101|   4.0726e-06|  0.00%|        if self._handle is not None:
   176|       208|  0.000772238|  3.71268e-06|  0.00%|            try:
   177|       208|    0.0030067|  1.44553e-05|  0.01%|                self._close()
(call)|       208|   0.00472927|  2.27369e-05|  0.01%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:360 _close
   178|         0|            0|            0|  0.00%|            finally:
   179|       208|  0.000934601|  4.49327e-06|  0.00%|                self._handle = None
   180|         0|            0|            0|  0.00%|
   181|       600|   0.00324869|  5.41449e-06|  0.01%|    def send_bytes(self, buf, offset=0, size=None):
   182|         0|            0|            0|  0.00%|        """Send the bytes data from a bytes-like object"""
   183|       600|    0.0078063|  1.30105e-05|  0.01%|        self._check_closed()
(call)|       600|    0.0049274|  8.21233e-06|  0.01%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:134 _check_closed
   184|       600|   0.00758648|  1.26441e-05|  0.01%|        self._check_writable()
(call)|       600|   0.00497746|  8.29577e-06|  0.01%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:142 _check_writable
   185|       600|   0.00353622|  5.89371e-06|  0.01%|        m = memoryview(buf)
   186|         0|            0|            0|  0.00%|        # HACK for byte-indexing of non-bytewise buffers (e.g. array.array)
   187|       600|   0.00290656|  4.84427e-06|  0.01%|        if m.itemsize > 1:
   188|         0|            0|            0|  0.00%|            m = memoryview(bytes(m))
   189|       600|   0.00389457|  6.49095e-06|  0.01%|        n = len(m)
   190|       600|   0.00254965|  4.24941e-06|  0.00%|        if offset < 0:
   191|         0|            0|            0|  0.00%|            raise ValueError("offset is negative")
   192|       600|   0.00240731|  4.01219e-06|  0.00%|        if n < offset:
   193|         0|            0|            0|  0.00%|            raise ValueError("buffer length < offset")
   194|       600|   0.00237727|  3.96212e-06|  0.00%|        if size is None:
   195|       600|   0.00240397|  4.00662e-06|  0.00%|            size = n - offset
   196|         0|            0|            0|  0.00%|        elif size < 0:
   197|         0|            0|            0|  0.00%|            raise ValueError("size is negative")
   198|         0|            0|            0|  0.00%|        elif offset + size > n:
   199|         0|            0|            0|  0.00%|            raise ValueError("buffer length < offset + size")
   200|       600|   0.00907183|  1.51197e-05|  0.02%|        self._send_bytes(m[offset:offset + size])
(call)|       600|     0.051574|  8.59567e-05|  0.10%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:390 _send_bytes
   201|         0|            0|            0|  0.00%|
   202|       200|  0.000980854|  4.90427e-06|  0.00%|    def send(self, obj):
   203|         0|            0|            0|  0.00%|        """Send a (picklable) object"""
   204|       200|   0.00241685|  1.20842e-05|  0.00%|        self._check_closed()
(call)|       200|    0.0016048|  8.02398e-06|  0.00%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:134 _check_closed
   205|       200|   0.00231075|  1.15538e-05|  0.00%|        self._check_writable()
(call)|       200|   0.00160503|  8.02517e-06|  0.00%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:142 _check_writable
   206|       200|   0.00493717|  2.46859e-05|  0.01%|        self._send_bytes(_ForkingPickler.dumps(obj))
(call)|       200|    0.0172858|  8.64291e-05|  0.03%|# /opt/conda/lib/python3.8/multiprocessing/reduction.py:48 dumps
(call)|       200|    0.0169389|  8.46946e-05|  0.03%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:390 _send_bytes
   207|         0|            0|            0|  0.00%|
   208|       700|   0.00354338|  5.06197e-06|  0.01%|    def recv_bytes(self, maxlength=None):
   209|         0|            0|            0|  0.00%|        """
   210|         0|            0|            0|  0.00%|        Receive bytes data as a bytes object.
   211|         0|            0|            0|  0.00%|        """
   212|       700|   0.00863004|  1.23286e-05|  0.02%|        self._check_closed()
(call)|       700|   0.00567341|  8.10487e-06|  0.01%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:134 _check_closed
   213|       700|   0.00826836|  1.18119e-05|  0.02%|        self._check_readable()
